Id,Label,electrode,pattern,pattern_rank,layer,graph_label
P7-T7_ord_23014,P7-T7_ord_23014,P7-T7,23014,60,P7-T7,graph_interictal_chb01_10
P7-T7_ord_23104,P7-T7_ord_23104,P7-T7,23104,62,P7-T7,graph_interictal_chb01_10
P7-T7_ord_23140,P7-T7_ord_23140,P7-T7,23140,63,P7-T7,graph_interictal_chb01_10
P7-T7_ord_23410,P7-T7_ord_23410,P7-T7,23410,65,P7-T7,graph_interictal_chb01_10
P7-T7_ord_24130,P7-T7_ord_24130,P7-T7,24130,69,P7-T7,graph_interictal_chb01_10
P7-T7_ord_24310,P7-T7_ord_24310,P7-T7,24310,71,P7-T7,graph_interictal_chb01_10
P7-T7_ord_30214,P7-T7_ord_30214,P7-T7,30214,74,P7-T7,graph_interictal_chb01_10
P7-T7_ord_30421,P7-T7_ord_30421,P7-T7,30421,77,P7-T7,graph_interictal_chb01_10
P7-T7_ord_32014,P7-T7_ord_32014,P7-T7,32014,84,P7-T7,graph_interictal_chb01_10
P7-T7_ord_32041,P7-T7_ord_32041,P7-T7,32041,85,P7-T7,graph_interictal_chb01_10
P7-T7_ord_32140,P7-T7_ord_32140,P7-T7,32140,87,P7-T7,graph_interictal_chb01_10
P7-T7_ord_32401,P7-T7_ord_32401,P7-T7,32401,88,P7-T7,graph_interictal_chb01_10
P7-T7_ord_32410,P7-T7_ord_32410,P7-T7,32410,89,P7-T7,graph_interictal_chb01_10
P7-T7_ord_34021,P7-T7_ord_34021,P7-T7,34021,91,P7-T7,graph_interictal_chb01_10
P7-T7_ord_34120,P7-T7_ord_34120,P7-T7,34120,93,P7-T7,graph_interictal_chb01_10
P7-T7_ord_34201,P7-T7_ord_34201,P7-T7,34201,94,P7-T7,graph_interictal_chb01_10
P7-T7_ord_34210,P7-T7_ord_34210,P7-T7,34210,95,P7-T7,graph_interictal_chb01_10
P7-T7_ord_40123,P7-T7_ord_40123,P7-T7,40123,96,P7-T7,graph_interictal_chb01_10
P7-T7_ord_40132,P7-T7_ord_40132,P7-T7,40132,97,P7-T7,graph_interictal_chb01_10
P7-T7_ord_40312,P7-T7_ord_40312,P7-T7,40312,100,P7-T7,graph_interictal_chb01_10
P7-T7_ord_40321,P7-T7_ord_40321,P7-T7,40321,101,P7-T7,graph_interictal_chb01_10
P7-T7_ord_41023,P7-T7_ord_41023,P7-T7,41023,102,P7-T7,graph_interictal_chb01_10
P7-T7_ord_41032,P7-T7_ord_41032,P7-T7,41032,103,P7-T7,graph_interictal_chb01_10
P7-T7_ord_41230,P7-T7_ord_41230,P7-T7,41230,105,P7-T7,graph_interictal_chb01_10
P7-T7_ord_41302,P7-T7_ord_41302,P7-T7,41302,106,P7-T7,graph_interictal_chb01_10
P7-T7_ord_41320,P7-T7_ord_41320,P7-T7,41320,107,P7-T7,graph_interictal_chb01_10
P7-T7_ord_42310,P7-T7_ord_42310,P7-T7,42310,113,P7-T7,graph_interictal_chb01_10
P7-T7_ord_43012,P7-T7_ord_43012,P7-T7,43012,114,P7-T7,graph_interictal_chb01_10
P7-T7_ord_43021,P7-T7_ord_43021,P7-T7,43021,115,P7-T7,graph_interictal_chb01_10
P7-T7_ord_43120,P7-T7_ord_43120,P7-T7,43120,117,P7-T7,graph_interictal_chb01_10
P7-T7_ord_43201,P7-T7_ord_43201,P7-T7,43201,118,P7-T7,graph_interictal_chb01_10
P7-T7_ord_43210,P7-T7_ord_43210,P7-T7,43210,119,P7-T7,graph_interictal_chb01_10
T7-FT9_ord_01234,T7-FT9_ord_01234,T7-FT9,01234,0,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_01243,T7-FT9_ord_01243,T7-FT9,01243,1,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_01324,T7-FT9_ord_01324,T7-FT9,01324,2,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_01342,T7-FT9_ord_01342,T7-FT9,01342,3,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_01423,T7-FT9_ord_01423,T7-FT9,01423,4,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_01432,T7-FT9_ord_01432,T7-FT9,01432,5,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_02134,T7-FT9_ord_02134,T7-FT9,02134,6,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_02314,T7-FT9_ord_02314,T7-FT9,02314,8,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_03124,T7-FT9_ord_03124,T7-FT9,03124,12,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_03142,T7-FT9_ord_03142,T7-FT9,03142,13,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_03214,T7-FT9_ord_03214,T7-FT9,03214,14,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_03241,T7-FT9_ord_03241,T7-FT9,03241,15,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_03412,T7-FT9_ord_03412,T7-FT9,03412,16,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_03421,T7-FT9_ord_03421,T7-FT9,03421,17,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_04123,T7-FT9_ord_04123,T7-FT9,04123,18,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_04132,T7-FT9_ord_04132,T7-FT9,04132,19,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_04312,T7-FT9_ord_04312,T7-FT9,04312,22,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_04321,T7-FT9_ord_04321,T7-FT9,04321,23,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_10234,T7-FT9_ord_10234,T7-FT9,10234,24,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_10243,T7-FT9_ord_10243,T7-FT9,10243,25,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_10423,T7-FT9_ord_10423,T7-FT9,10423,28,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_12034,T7-FT9_ord_12034,T7-FT9,12034,30,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_12043,T7-FT9_ord_12043,T7-FT9,12043,31,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_12304,T7-FT9_ord_12304,T7-FT9,12304,32,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_12340,T7-FT9_ord_12340,T7-FT9,12340,33,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_12403,T7-FT9_ord_12403,T7-FT9,12403,34,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_12430,T7-FT9_ord_12430,T7-FT9,12430,35,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_14023,T7-FT9_ord_14023,T7-FT9,14023,42,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_14203,T7-FT9_ord_14203,T7-FT9,14203,44,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_14230,T7-FT9_ord_14230,T7-FT9,14230,45,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_20134,T7-FT9_ord_20134,T7-FT9,20134,48,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_20314,T7-FT9_ord_20314,T7-FT9,20314,50,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_21034,T7-FT9_ord_21034,T7-FT9,21034,54,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_21304,T7-FT9_ord_21304,T7-FT9,21304,56,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_21340,T7-FT9_ord_21340,T7-FT9,21340,57,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_21430,T7-FT9_ord_21430,T7-FT9,21430,59,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_23014,T7-FT9_ord_23014,T7-FT9,23014,60,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_23104,T7-FT9_ord_23104,T7-FT9,23104,62,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_23140,T7-FT9_ord_23140,T7-FT9,23140,63,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_23410,T7-FT9_ord_23410,T7-FT9,23410,65,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_24310,T7-FT9_ord_24310,T7-FT9,24310,71,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_30421,T7-FT9_ord_30421,T7-FT9,30421,77,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_32014,T7-FT9_ord_32014,T7-FT9,32014,84,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_32041,T7-FT9_ord_32041,T7-FT9,32041,85,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_32104,T7-FT9_ord_32104,T7-FT9,32104,86,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_32140,T7-FT9_ord_32140,T7-FT9,32140,87,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_32401,T7-FT9_ord_32401,T7-FT9,32401,88,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_32410,T7-FT9_ord_32410,T7-FT9,32410,89,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_34021,T7-FT9_ord_34021,T7-FT9,34021,91,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_34201,T7-FT9_ord_34201,T7-FT9,34201,94,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_34210,T7-FT9_ord_34210,T7-FT9,34210,95,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_40123,T7-FT9_ord_40123,T7-FT9,40123,96,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_40132,T7-FT9_ord_40132,T7-FT9,40132,97,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_40231,T7-FT9_ord_40231,T7-FT9,40231,99,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_40312,T7-FT9_ord_40312,T7-FT9,40312,100,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_40321,T7-FT9_ord_40321,T7-FT9,40321,101,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_41023,T7-FT9_ord_41023,T7-FT9,41023,102,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_41032,T7-FT9_ord_41032,T7-FT9,41032,103,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_41203,T7-FT9_ord_41203,T7-FT9,41203,104,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_41230,T7-FT9_ord_41230,T7-FT9,41230,105,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_41320,T7-FT9_ord_41320,T7-FT9,41320,107,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_42130,T7-FT9_ord_42130,T7-FT9,42130,111,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_42310,T7-FT9_ord_42310,T7-FT9,42310,113,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_43012,T7-FT9_ord_43012,T7-FT9,43012,114,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_43021,T7-FT9_ord_43021,T7-FT9,43021,115,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_43102,T7-FT9_ord_43102,T7-FT9,43102,116,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_43120,T7-FT9_ord_43120,T7-FT9,43120,117,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_43201,T7-FT9_ord_43201,T7-FT9,43201,118,T7-FT9,graph_interictal_chb01_10
T7-FT9_ord_43210,T7-FT9_ord_43210,T7-FT9,43210,119,T7-FT9,graph_interictal_chb01_10
FT9-FT10_ord_01234,FT9-FT10_ord_01234,FT9-FT10,01234,0,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_01243,FT9-FT10_ord_01243,FT9-FT10,01243,1,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_01324,FT9-FT10_ord_01324,FT9-FT10,01324,2,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_01342,FT9-FT10_ord_01342,FT9-FT10,01342,3,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_01423,FT9-FT10_ord_01423,FT9-FT10,01423,4,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_01432,FT9-FT10_ord_01432,FT9-FT10,01432,5,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_02134,FT9-FT10_ord_02134,FT9-FT10,02134,6,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_02314,FT9-FT10_ord_02314,FT9-FT10,02314,8,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_03124,FT9-FT10_ord_03124,FT9-FT10,03124,12,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_03142,FT9-FT10_ord_03142,FT9-FT10,03142,13,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_03214,FT9-FT10_ord_03214,FT9-FT10,03214,14,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_03241,FT9-FT10_ord_03241,FT9-FT10,03241,15,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_03412,FT9-FT10_ord_03412,FT9-FT10,03412,16,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_03421,FT9-FT10_ord_03421,FT9-FT10,03421,17,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_04123,FT9-FT10_ord_04123,FT9-FT10,04123,18,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_04132,FT9-FT10_ord_04132,FT9-FT10,04132,19,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_04312,FT9-FT10_ord_04312,FT9-FT10,04312,22,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_04321,FT9-FT10_ord_04321,FT9-FT10,04321,23,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_10234,FT9-FT10_ord_10234,FT9-FT10,10234,24,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_10243,FT9-FT10_ord_10243,FT9-FT10,10243,25,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_10423,FT9-FT10_ord_10423,FT9-FT10,10423,28,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_12034,FT9-FT10_ord_12034,FT9-FT10,12034,30,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_12043,FT9-FT10_ord_12043,FT9-FT10,12043,31,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_12304,FT9-FT10_ord_12304,FT9-FT10,12304,32,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_12340,FT9-FT10_ord_12340,FT9-FT10,12340,33,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_12403,FT9-FT10_ord_12403,FT9-FT10,12403,34,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_12430,FT9-FT10_ord_12430,FT9-FT10,12430,35,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_14203,FT9-FT10_ord_14203,FT9-FT10,14203,44,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_14230,FT9-FT10_ord_14230,FT9-FT10,14230,45,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_14320,FT9-FT10_ord_14320,FT9-FT10,14320,47,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_20134,FT9-FT10_ord_20134,FT9-FT10,20134,48,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_20314,FT9-FT10_ord_20314,FT9-FT10,20314,50,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_21034,FT9-FT10_ord_21034,FT9-FT10,21034,54,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_21304,FT9-FT10_ord_21304,FT9-FT10,21304,56,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_21340,FT9-FT10_ord_21340,FT9-FT10,21340,57,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_21430,FT9-FT10_ord_21430,FT9-FT10,21430,59,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_23014,FT9-FT10_ord_23014,FT9-FT10,23014,60,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_23104,FT9-FT10_ord_23104,FT9-FT10,23104,62,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_23140,FT9-FT10_ord_23140,FT9-FT10,23140,63,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_23410,FT9-FT10_ord_23410,FT9-FT10,23410,65,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_24130,FT9-FT10_ord_24130,FT9-FT10,24130,69,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_24310,FT9-FT10_ord_24310,FT9-FT10,24310,71,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_30214,FT9-FT10_ord_30214,FT9-FT10,30214,74,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_30241,FT9-FT10_ord_30241,FT9-FT10,30241,75,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_30421,FT9-FT10_ord_30421,FT9-FT10,30421,77,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_32014,FT9-FT10_ord_32014,FT9-FT10,32014,84,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_32041,FT9-FT10_ord_32041,FT9-FT10,32041,85,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_32104,FT9-FT10_ord_32104,FT9-FT10,32104,86,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_32140,FT9-FT10_ord_32140,FT9-FT10,32140,87,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_32401,FT9-FT10_ord_32401,FT9-FT10,32401,88,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_32410,FT9-FT10_ord_32410,FT9-FT10,32410,89,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_34021,FT9-FT10_ord_34021,FT9-FT10,34021,91,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_34201,FT9-FT10_ord_34201,FT9-FT10,34201,94,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_34210,FT9-FT10_ord_34210,FT9-FT10,34210,95,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_40132,FT9-FT10_ord_40132,FT9-FT10,40132,97,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_40312,FT9-FT10_ord_40312,FT9-FT10,40312,100,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_40321,FT9-FT10_ord_40321,FT9-FT10,40321,101,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_41023,FT9-FT10_ord_41023,FT9-FT10,41023,102,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_41032,FT9-FT10_ord_41032,FT9-FT10,41032,103,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_41203,FT9-FT10_ord_41203,FT9-FT10,41203,104,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_41230,FT9-FT10_ord_41230,FT9-FT10,41230,105,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_41302,FT9-FT10_ord_41302,FT9-FT10,41302,106,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_42130,FT9-FT10_ord_42130,FT9-FT10,42130,111,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_42310,FT9-FT10_ord_42310,FT9-FT10,42310,113,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_43012,FT9-FT10_ord_43012,FT9-FT10,43012,114,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_43021,FT9-FT10_ord_43021,FT9-FT10,43021,115,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_43102,FT9-FT10_ord_43102,FT9-FT10,43102,116,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_43120,FT9-FT10_ord_43120,FT9-FT10,43120,117,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_43201,FT9-FT10_ord_43201,FT9-FT10,43201,118,FT9-FT10,graph_interictal_chb01_10
FT9-FT10_ord_43210,FT9-FT10_ord_43210,FT9-FT10,43210,119,FT9-FT10,graph_interictal_chb01_10
FT10-T8_ord_01234,FT10-T8_ord_01234,FT10-T8,01234,0,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_01243,FT10-T8_ord_01243,FT10-T8,01243,1,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_01324,FT10-T8_ord_01324,FT10-T8,01324,2,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_01342,FT10-T8_ord_01342,FT10-T8,01342,3,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_01423,FT10-T8_ord_01423,FT10-T8,01423,4,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_01432,FT10-T8_ord_01432,FT10-T8,01432,5,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_02134,FT10-T8_ord_02134,FT10-T8,02134,6,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_02143,FT10-T8_ord_02143,FT10-T8,02143,7,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_02314,FT10-T8_ord_02314,FT10-T8,02314,8,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_03124,FT10-T8_ord_03124,FT10-T8,03124,12,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_03142,FT10-T8_ord_03142,FT10-T8,03142,13,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_03214,FT10-T8_ord_03214,FT10-T8,03214,14,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_03412,FT10-T8_ord_03412,FT10-T8,03412,16,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_03421,FT10-T8_ord_03421,FT10-T8,03421,17,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_04123,FT10-T8_ord_04123,FT10-T8,04123,18,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_04132,FT10-T8_ord_04132,FT10-T8,04132,19,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_04312,FT10-T8_ord_04312,FT10-T8,04312,22,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_04321,FT10-T8_ord_04321,FT10-T8,04321,23,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_10234,FT10-T8_ord_10234,FT10-T8,10234,24,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_10243,FT10-T8_ord_10243,FT10-T8,10243,25,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_10423,FT10-T8_ord_10423,FT10-T8,10423,28,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_12034,FT10-T8_ord_12034,FT10-T8,12034,30,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_12043,FT10-T8_ord_12043,FT10-T8,12043,31,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_12304,FT10-T8_ord_12304,FT10-T8,12304,32,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_12340,FT10-T8_ord_12340,FT10-T8,12340,33,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_12403,FT10-T8_ord_12403,FT10-T8,12403,34,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_12430,FT10-T8_ord_12430,FT10-T8,12430,35,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_14023,FT10-T8_ord_14023,FT10-T8,14023,42,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_20134,FT10-T8_ord_20134,FT10-T8,20134,48,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_20314,FT10-T8_ord_20314,FT10-T8,20314,50,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_21034,FT10-T8_ord_21034,FT10-T8,21034,54,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_21304,FT10-T8_ord_21304,FT10-T8,21304,56,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_21340,FT10-T8_ord_21340,FT10-T8,21340,57,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_21430,FT10-T8_ord_21430,FT10-T8,21430,59,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_23014,FT10-T8_ord_23014,FT10-T8,23014,60,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_23104,FT10-T8_ord_23104,FT10-T8,23104,62,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_23140,FT10-T8_ord_23140,FT10-T8,23140,63,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_23410,FT10-T8_ord_23410,FT10-T8,23410,65,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_24130,FT10-T8_ord_24130,FT10-T8,24130,69,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_30214,FT10-T8_ord_30214,FT10-T8,30214,74,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_30241,FT10-T8_ord_30241,FT10-T8,30241,75,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_30421,FT10-T8_ord_30421,FT10-T8,30421,77,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_31420,FT10-T8_ord_31420,FT10-T8,31420,83,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_32014,FT10-T8_ord_32014,FT10-T8,32014,84,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_32041,FT10-T8_ord_32041,FT10-T8,32041,85,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_32104,FT10-T8_ord_32104,FT10-T8,32104,86,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_32140,FT10-T8_ord_32140,FT10-T8,32140,87,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_32401,FT10-T8_ord_32401,FT10-T8,32401,88,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_32410,FT10-T8_ord_32410,FT10-T8,32410,89,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_34021,FT10-T8_ord_34021,FT10-T8,34021,91,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_34201,FT10-T8_ord_34201,FT10-T8,34201,94,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_34210,FT10-T8_ord_34210,FT10-T8,34210,95,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_40132,FT10-T8_ord_40132,FT10-T8,40132,97,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_40312,FT10-T8_ord_40312,FT10-T8,40312,100,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_40321,FT10-T8_ord_40321,FT10-T8,40321,101,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_41023,FT10-T8_ord_41023,FT10-T8,41023,102,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_41032,FT10-T8_ord_41032,FT10-T8,41032,103,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_41203,FT10-T8_ord_41203,FT10-T8,41203,104,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_41230,FT10-T8_ord_41230,FT10-T8,41230,105,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_41302,FT10-T8_ord_41302,FT10-T8,41302,106,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_42310,FT10-T8_ord_42310,FT10-T8,42310,113,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_43012,FT10-T8_ord_43012,FT10-T8,43012,114,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_43021,FT10-T8_ord_43021,FT10-T8,43021,115,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_43120,FT10-T8_ord_43120,FT10-T8,43120,117,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_43201,FT10-T8_ord_43201,FT10-T8,43201,118,FT10-T8,graph_interictal_chb01_10
FT10-T8_ord_43210,FT10-T8_ord_43210,FT10-T8,43210,119,FT10-T8,graph_interictal_chb01_10
T8-P8-1_ord_01234,T8-P8-1_ord_01234,T8-P8-1,01234,0,T8-P8-1,graph_interictal_chb01_10
